graduate_id,graduation_year,age_at_graduation,gender,ethnicity,university_tier,major,gpa,internship_count,study_abroad,leadership_roles,industry,job_location,company_size,graduate_degree,technical_skills,remote_work_percent,years_experience,salary_starting,salary_current,job_satisfaction
GRAD_004975,2018,21,Male,White,Top 100,Computer Science,3.27,2,Yes,1,Technology,Phoenix,Large,None,2.0,,6,133750,206154,9.0
GRAD_004976,2023,22,Female,White,Regional,Chemistry,3.12,1,No,3,Government,New York,Startup,MBA,3.0,60.0,1,73736,102580,8.4
GRAD_004977,2017,22,Male,Hispanic,Regional,Political Science,3.03,2,No,2,Technology,Seattle,Large,None,2.0,0.0,7,110126,172307,4.4
GRAD_004978,2015,22,Male,White,Regional,Engineering,3.64,0,No,0,Finance,Chicago,Large,None,2.0,100.0,9,122268,168098,6.6
GRAD_004979,2016,21,Female,White,Regional,Business,2.99,2,Yes,1,Education,Portland,Small,MBA,4.0,20.0,8,60217,114221,7.3
GRAD_004980,2023,22,Female,White,Top 50,Computer Science,3.72,0,No,3,Non-profit,Los Angeles,Medium,Masters,3.0,80.0,1,100715,124945,6.9
GRAD_004981,2021,22,Female,Hispanic,Regional,Engineering,3.85,1,No,1,Government,Washington DC,Medium,None,4.0,20.0,3,93214,111647,7.0
GRAD_004982,2022,22,Male,Asian,Top 10,Mathematics,3.12,3,No,1,Technology,Phoenix,Medium,Masters,2.0,,2,100759,132781,6.7
GRAD_004983,2018,21,Female,White,Regional,Engineering,3.89,0,No,2,Education,Miami,Small,None,2.0,100.0,6,84427,110833,9.4
GRAD_004984,2021,23,Male,White,Top 100,Biology,3.62,3,No,2,Energy,Philadelphia,Large,MBA,2.0,60.0,3,75193,113489,9.3
GRAD_004985,2021,22,Male,White,Top 100,Chemistry,4.0,1,No,0,Retail,Denver,Startup,None,3.0,0.0,3,67495,86862,6.1
GRAD_004986,2018,21,Female,White,Regional,Communications,3.93,0,No,0,Consulting,Washington DC,Fortune 500,JD,2.0,0.0,6,94530,156909,6.4
GRAD_004987,2021,22,Male,Hispanic,Top 10,Biology,3.37,1,No,0,Non-profit,Portland,Medium,Masters,1.0,0.0,3,61192,83278,6.4
GRAD_004988,2021,21,Male,White,Regional,Marketing,3.67,1,No,1,Energy,Dallas,Fortune 500,None,2.0,40.0,3,80928,100601,9.0
GRAD_004989,2018,22,Male,Asian,Top 50,Mathematics,3.22,1,Yes,0,Media,Boston,Fortune 500,None,4.0,80.0,6,88570,133533,9.1
GRAD_004990,2015,24,Female,Black,Regional,Engineering,3.77,4,No,2,Manufacturing,Phoenix,Startup,None,1.0,0.0,9,94058,121422,7.6
GRAD_004991,2017,22,Female,White,Top 100,Marketing,2.9,0,No,2,Real Estate,Los Angeles,Medium,None,1.0,40.0,7,81519,102181,6.3
GRAD_004992,2020,22,Female,White,Regional,Engineering,3.15,2,No,1,Education,Portland,Medium,Masters,3.0,80.0,4,67899,99887,8.2
GRAD_004993,2020,24,Male,White,Regional,Engineering,3.06,1,No,1,Real Estate,New York,Large,Masters,3.0,20.0,4,116510,182903,6.9
GRAD_004994,2020,22,Female,Hispanic,Regional,Data Science,3.17,2,No,3,Non-profit,Seattle,Startup,JD,1.0,40.0,4,83671,132564,7.8
GRAD_004995,2017,23,Female,White,Top 50,Economics,3.18,3,No,1,Retail,Seattle,Small,None,2.0,40.0,7,87097,111289,5.2
GRAD_004996,2019,22,Male,White,Regional,Engineering,3.3,3,Yes,3,Media,Austin,Startup,None,4.0,0.0,5,97573,148206,7.1
GRAD_004997,2016,21,Male,White,Regional,Business,3.53,2,No,0,Transportation,Chicago,Medium,None,4.0,60.0,8,82018,121739,6.1
GRAD_004998,2021,23,Female,White,Regional,Engineering,3.34,4,No,2,Technology,Phoenix,Medium,None,2.0,0.0,3,94429,104846,7.0
GRAD_004999,2022,25,Female,Black,Top 50,Marketing,3.46,1,No,0,Technology,San Francisco,Medium,MBA,6.0,20.0,2,123583,177005,5.5
GRAD_005000,2019,20,Male,White,Regional,Biology,2.96,2,No,1,Government,Portland,Large,MBA,0.0,40.0,5,67091,100320,7.0
GRAD_005001,2017,21,Male,White,Regional,Data Science,3.07,1,No,1,Non-profit,Atlanta,Large,None,3.0,60.0,7,67054,104893,8.8
GRAD_005002,2022,21,Female,Asian,Top 100,Business,3.15,0,No,0,Finance,Washington DC,Medium,None,1.0,20.0,2,115751,120595,7.4
GRAD_005003,2018,21,Male,Asian,Top 100,Liberal Arts,3.26,2,No,1,Healthcare,Portland,Small,None,1.0,60.0,6,77887,96804,5.4
GRAD_005004,2020,24,Male,Asian,Regional,Psychology,3.74,3,No,0,Consulting,Dallas,Small,None,1.0,80.0,4,74369,87731,5.9
GRAD_005005,2015,22,Female,White,Top 10,Economics,3.33,0,No,0,Technology,Phoenix,Startup,MBA,5.0,0.0,9,115991,215704,7.6
GRAD_005006,2021,23,Female,White,Top 100,Liberal Arts,3.04,2,No,1,Energy,Los Angeles,Large,None,0.0,60.0,3,77438,87637,5.9
GRAD_005007,2019,21,Male,White,Regional,Business,3.51,1,No,1,Media,Austin,Medium,None,2.0,,5,67416,84973,3.6
GRAD_005008,2019,21,Male,Asian,Top 50,Mathematics,3.33,0,Yes,0,Media,Denver,Large,None,0.0,40.0,5,80967,101156,8.4
GRAD_005009,2023,20,Male,White,Top 100,Biology,3.22,1,Yes,1,Energy,New York,Medium,None,0.0,20.0,1,114786,119502,7.6
GRAD_005010,2019,24,Male,Hispanic,Top 100,Liberal Arts,3.78,1,Yes,1,Media,Miami,Medium,None,2.0,60.0,5,63785,91214,5.8
GRAD_005011,2015,23,Female,Asian,Top 50,Marketing,3.57,1,No,0,Technology,Austin,Large,PhD,3.0,0.0,9,94344,179873,6.9
GRAD_005012,2023,20,Male,White,Top 100,Data Science,3.28,1,No,1,Government,Portland,Large,None,,0.0,1,96591,110238,6.9
GRAD_005013,2015,24,Female,White,Regional,Computer Science,3.26,0,,1,Retail,Austin,Large,None,0.0,60.0,9,83997,112327,7.8
GRAD_005014,2020,22,Male,White,Top 10,Business,3.19,1,No,2,Media,Chicago,Large,Masters,2.0,20.0,4,88603,129965,6.4
GRAD_005015,2021,23,Male,Asian,Top 50,Communications,2.82,1,No,0,Non-profit,Phoenix,Small,None,1.0,20.0,3,40422,48071,6.7
GRAD_005016,2023,22,Female,Black,Regional,Liberal Arts,3.2,3,No,0,Media,Seattle,Small,None,3.0,100.0,1,68521,77098,6.3
GRAD_005017,2021,20,Female,White,Top 50,Economics,3.3,0,Yes,0,Real Estate,Los Angeles,Medium,PhD,,40.0,3,94367,121993,7.0
GRAD_005018,2022,21,Male,Hispanic,Top 50,Biology,2.84,1,Yes,2,Retail,Seattle,Fortune 500,None,3.0,20.0,2,79529,97653,6.3
GRAD_005019,2022,24,Female,Asian,Top 100,Chemistry,2.91,1,No,0,Real Estate,New York,Startup,None,1.0,40.0,2,100687,111397,7.5
GRAD_005020,2017,23,Female,White,Regional,Biology,4.0,3,No,0,Consulting,Portland,Startup,Masters,4.0,40.0,7,86495,150435,7.6
GRAD_005021,2021,20,Male,Asian,Top 100,Computer Science,3.87,2,Yes,0,Transportation,Miami,Medium,Masters,,,3,109754,155748,8.7
GRAD_005022,2021,22,Male,Hispanic,Top 100,Engineering,3.04,2,No,1,Media,New York,Fortune 500,JD,1.0,80.0,3,110506,167962,6.8
GRAD_005023,2017,22,Male,White,Regional,Business,3.04,1,No,1,Transportation,Portland,Medium,None,2.0,0.0,7,80501,127519,5.4
GRAD_005024,2016,24,Male,Black,Regional,Business,3.49,4,No,2,Energy,Phoenix,Large,None,4.0,40.0,8,80597,118707,6.1
GRAD_005025,2022,22,Male,Asian,Regional,Political Science,3.15,1,No,2,Non-profit,Washington DC,Medium,None,1.0,60.0,2,47459,53861,4.8
GRAD_005026,2023,21,Male,White,Regional,Finance,3.33,0,No,1,Real Estate,Portland,Medium,None,4.0,0.0,1,76104,92494,3.1
GRAD_005027,2021,23,Female,White,Top 100,Computer Science,3.28,2,Yes,2,Finance,Boston,Small,None,4.0,0.0,3,157720,196238,7.2
GRAD_005028,2021,24,Other,Hispanic,Top 100,Engineering,3.13,1,No,1,Technology,Chicago,Large,None,,0.0,3,138904,168337,7.5
GRAD_005029,2016,23,Female,Asian,Regional,Liberal Arts,2.78,1,No,0,Transportation,San Francisco,Fortune 500,None,6.0,80.0,8,68542,104315,9.4
GRAD_005030,2017,23,Male,Asian,Regional,Business,3.01,0,No,0,Healthcare,San Francisco,Medium,None,0.0,60.0,7,96364,129112,5.8
GRAD_005031,2020,20,Male,White,Regional,Biology,3.16,1,No,3,Education,Boston,Large,None,0.0,20.0,4,60646,75348,4.5
GRAD_005032,2015,20,Female,White,Top 50,Engineering,3.08,4,No,2,Healthcare,Atlanta,Fortune 500,None,3.0,40.0,9,118973,185068,5.8
GRAD_005033,2021,20,Male,White,Top 100,Computer Science,2.86,4,Yes,2,Energy,Austin,Medium,None,0.0,80.0,3,137719,158403,5.8
GRAD_005034,2016,24,Male,White,Top 10,Political Science,3.88,2,Yes,0,Consulting,Dallas,Medium,None,1.0,0.0,8,103234,143685,3.2
GRAD_005035,2019,21,Female,Asian,Top 100,Psychology,3.47,2,Yes,0,Non-profit,Los Angeles,Small,None,3.0,60.0,5,58779,77248,5.8
GRAD_005036,2018,23,Male,White,Top 10,Business,3.22,4,No,1,Healthcare,New York,Medium,None,1.0,,6,153398,230865,8.3
GRAD_005037,2016,21,Female,White,Top 50,Business,3.52,5,Yes,0,Healthcare,Phoenix,Small,None,1.0,20.0,8,84459,114497,6.1
GRAD_005038,2020,22,Female,Asian,Top 50,Chemistry,3.21,0,No,2,Transportation,San Francisco,Medium,None,4.0,20.0,4,100044,121710,6.4
GRAD_005039,2018,21,Male,White,Regional,Engineering,4.0,2,Yes,0,Education,Boston,Fortune 500,Masters,2.0,40.0,6,103957,160253,7.9
GRAD_005040,2015,22,Female,Asian,Top 50,Engineering,4.0,2,No,1,Healthcare,Portland,Medium,None,2.0,0.0,9,144336,198998,6.7
GRAD_005041,2019,20,Other,Hispanic,Regional,Biology,3.89,1,No,0,Media,Washington DC,Large,None,0.0,40.0,5,66511,78448,3.6
GRAD_005042,2020,22,Female,White,Top 100,Marketing,3.65,1,Yes,0,Media,Philadelphia,Fortune 500,Masters,,20.0,4,60943,83505,7.2
GRAD_005043,2016,21,Female,White,Top 50,Psychology,3.17,4,No,0,Consulting,Atlanta,Fortune 500,Masters,1.0,0.0,8,88914,144601,7.9
GRAD_005044,2020,20,Male,White,Regional,Economics,2.63,1,No,1,Technology,Los Angeles,Medium,None,5.0,0.0,4,132062,165047,9.1
GRAD_005045,2018,23,Female,White,Top 10,Political Science,3.77,3,No,1,Real Estate,Austin,Large,None,2.0,60.0,6,114199,132827,5.5
GRAD_005046,2017,23,Male,White,Top 50,Computer Science,3.13,1,No,1,Manufacturing,Los Angeles,Small,None,7.0,0.0,7,122718,209466,8.9
GRAD_005047,2022,21,Male,Asian,Top 50,Business,3.31,4,Yes,1,Technology,Philadelphia,Large,Masters,2.0,0.0,2,110223,149627,6.5
GRAD_005048,2019,20,Female,White,Regional,Psychology,3.45,1,Yes,0,Manufacturing,Denver,Startup,None,2.0,0.0,5,55816,77949,3.7
GRAD_005049,2018,25,Male,Black,Top 100,Business,3.51,0,Yes,1,Retail,Denver,Large,None,3.0,60.0,6,56665,77725,4.4
GRAD_005050,2022,22,Female,Hispanic,Regional,Business,3.42,3,No,0,Government,Seattle,Medium,Masters,1.0,100.0,2,101993,125797,8.5
GRAD_005051,2023,20,Female,Other,Top 10,Business,3.03,2,No,2,Technology,Atlanta,Large,None,2.0,20.0,1,118427,125635,5.5
GRAD_005052,2018,21,Male,White,Regional,Business,3.24,5,No,0,Finance,Portland,Startup,None,1.0,80.0,6,100763,126713,5.9
GRAD_005053,2015,21,Male,White,Regional,Chemistry,3.19,0,No,2,Finance,Phoenix,Medium,None,1.0,80.0,9,72772,105114,8.4
GRAD_005054,2020,21,Male,Other,Top 100,Biology,3.68,1,No,0,Technology,Boston,Large,None,4.0,40.0,4,98639,139022,8.5
GRAD_005055,2021,24,Female,Other,Top 50,Computer Science,3.18,1,No,2,Non-profit,Dallas,Small,None,4.0,80.0,3,84697,109735,10.0
GRAD_005056,2020,22,Female,White,Top 50,Engineering,3.21,2,Yes,3,Manufacturing,Phoenix,Medium,None,4.0,0.0,4,90884,116450,6.7
GRAD_005057,2021,23,Female,Asian,Top 50,Business,3.33,1,No,2,Education,Miami,Startup,MBA,1.0,60.0,3,75339,104815,7.9
GRAD_005058,2021,22,Male,White,Regional,Engineering,3.2,3,No,0,Manufacturing,Denver,Startup,None,1.0,0.0,3,99197,112877,6.4
GRAD_005059,2023,23,Female,Black,Top 100,Psychology,3.3,1,,0,Healthcare,Chicago,Small,None,2.0,20.0,1,75484,82441,6.0
GRAD_005060,2022,21,Male,White,Top 10,Psychology,2.93,0,No,1,Non-profit,New York,Fortune 500,None,0.0,60.0,2,79847,90782,5.8
GRAD_005061,2016,22,Male,Asian,Top 100,Data Science,2.91,1,No,0,Manufacturing,Denver,Fortune 500,Masters,5.0,20.0,8,98274,204841,6.2
GRAD_005062,2019,23,Male,White,Top 100,Business,3.1,1,,1,Healthcare,Philadelphia,Small,MBA,0.0,0.0,5,86630,128455,8.3
GRAD_005063,2019,21,Female,White,Top 10,Data Science,3.41,2,No,0,Education,Chicago,Large,None,3.0,100.0,5,113606,153774,6.6
GRAD_005064,2019,20,Female,White,Top 100,Biology,2.99,3,Yes,2,Finance,Chicago,Large,None,1.0,0.0,5,90647,105901,6.6
GRAD_005065,2023,20,Male,White,Regional,Computer Science,3.39,7,No,3,Energy,New York,Large,JD,4.0,40.0,1,156731,225767,5.4
GRAD_005066,2018,25,Male,White,Top 100,Liberal Arts,3.64,1,No,2,Consulting,Los Angeles,Large,None,1.0,20.0,6,79588,113252,5.5
GRAD_005067,2020,23,Female,Asian,Top 100,Data Science,2.78,3,No,1,Government,Miami,Medium,MBA,2.0,0.0,4,88615,143975,8.0
GRAD_005068,2023,23,Female,White,Top 100,Economics,2.97,1,No,1,Healthcare,Atlanta,Small,None,4.0,20.0,1,76963,89226,4.4
GRAD_005069,2015,24,Male,Asian,Top 100,Mathematics,2.82,1,No,1,Transportation,Denver,Small,None,2.0,0.0,9,80540,118808,7.3
GRAD_005070,2022,20,Male,White,Regional,Liberal Arts,2.81,4,No,0,Healthcare,Boston,Medium,Masters,3.0,40.0,2,72844,100278,6.5
GRAD_005071,2022,21,Male,White,Top 10,Psychology,2.5,2,Yes,0,Real Estate,Chicago,Small,None,4.0,0.0,2,97977,120974,7.1
GRAD_005072,2017,20,Male,Hispanic,Top 100,Communications,3.36,4,Yes,0,Education,Denver,Large,Masters,2.0,100.0,7,60911,96726,7.0
GRAD_005073,2018,26,Female,White,Regional,Economics,2.99,2,Yes,0,Finance,Los Angeles,Large,None,3.0,,6,120400,174208,8.7
GRAD_005074,2018,21,Male,Hispanic,Regional,Psychology,3.37,2,No,0,Government,Philadelphia,Large,None,5.0,20.0,6,51737,84508,4.3
GRAD_005075,2017,24,Female,Asian,Top 50,Liberal Arts,3.63,2,Yes,1,Real Estate,Phoenix,Medium,None,3.0,0.0,7,62436,100937,5.8
GRAD_005076,2021,21,Female,White,Top 100,Engineering,2.96,0,,3,Manufacturing,Phoenix,Small,PhD,2.0,40.0,3,88763,126907,9.1
GRAD_005077,2023,22,Female,Asian,Top 10,Finance,3.57,4,No,1,Energy,Portland,Large,Masters,2.0,20.0,1,146120,173567,4.2
GRAD_005078,2016,24,Female,Other,Regional,Business,3.7,2,No,1,Education,Phoenix,Large,None,3.0,20.0,8,64910,106706,6.9
GRAD_005079,2017,22,Female,White,Top 50,Business,3.07,0,No,1,Non-profit,Denver,Large,None,3.0,40.0,7,69976,100153,7.7
GRAD_005080,2018,22,Male,White,Top 100,Mathematics,2.61,4,No,0,Energy,Austin,Small,None,3.0,40.0,6,120546,177015,4.5
GRAD_005081,2023,25,Male,White,Regional,Data Science,2.88,1,No,3,Consulting,Philadelphia,Large,None,4.0,0.0,1,125215,142021,8.6
GRAD_005082,2021,20,Male,Black,Top 50,Engineering,4.0,1,No,0,Finance,San Francisco,Fortune 500,None,4.0,0.0,3,175633,208102,5.5
GRAD_005083,2017,21,Male,Asian,Top 100,Chemistry,3.21,2,Yes,0,Non-profit,Los Angeles,Medium,None,0.0,40.0,7,70771,104070,8.0
GRAD_005084,2022,22,Female,White,Regional,Political Science,3.66,0,No,0,Government,Philadelphia,Large,None,0.0,0.0,2,49231,52170,4.5
GRAD_005085,2023,24,Female,Asian,Regional,Communications,3.31,3,No,4,Manufacturing,Portland,Small,JD,6.0,0.0,1,60373,97158,6.0
GRAD_005086,2019,21,Male,White,Regional,Business,2.69,2,No,2,Real Estate,Atlanta,Medium,PhD,0.0,40.0,5,64494,102925,6.0
GRAD_005087,2017,23,Female,White,Regional,Business,3.48,2,No,4,Transportation,Austin,Fortune 500,Masters,,40.0,7,83428,135799,7.8
GRAD_005088,2018,20,Female,White,Regional,Economics,3.08,5,No,0,Media,Portland,Small,None,3.0,40.0,6,81597,117265,8.8
GRAD_005089,2017,24,Female,White,Top 50,Computer Science,3.99,0,Yes,1,Manufacturing,Austin,Large,None,0.0,80.0,7,119204,154240,6.6
GRAD_005090,2017,23,Male,White,Top 50,Business,3.04,4,No,1,Non-profit,Atlanta,Fortune 500,None,3.0,0.0,7,55316,94153,6.6
GRAD_005091,2017,20,Male,Asian,Top 10,Engineering,3.9,0,No,0,Consulting,Phoenix,Fortune 500,None,1.0,0.0,7,115679,184635,8.9
GRAD_005092,2022,22,Male,White,Top 100,Marketing,3.89,0,No,1,Finance,New York,Medium,None,,20.0,2,137659,156621,5.8
GRAD_005093,2016,22,Male,Other,Regional,Computer Science,2.79,0,No,1,Non-profit,Denver,Small,Masters,0.0,40.0,8,81297,137161,7.3
GRAD_005094,2019,23,Male,White,Top 50,Engineering,3.54,1,Yes,1,Finance,Atlanta,Medium,Masters,3.0,40.0,5,125434,182534,5.8
GRAD_005095,2015,24,Female,Black,Regional,Engineering,3.18,1,No,0,Education,New York,Large,Masters,2.0,80.0,9,105398,194588,6.3
GRAD_005096,2018,21,Female,White,Top 100,Biology,3.71,0,Yes,0,Media,Phoenix,Large,MBA,,0.0,6,51658,88459,7.1
GRAD_005097,2021,23,Female,Other,Top 100,Economics,3.44,1,No,1,Government,New York,Small,Masters,2.0,0.0,3,88501,125230,7.3
GRAD_005098,2017,22,Female,Hispanic,Top 100,Computer Science,3.37,0,No,0,Healthcare,Washington DC,Medium,None,2.0,60.0,7,131227,163080,7.7
GRAD_005099,2023,22,Female,Asian,Regional,Computer Science,3.15,2,No,3,Education,Atlanta,Fortune 500,JD,4.0,,1,70442,104337,7.2
GRAD_005100,2015,24,Female,Hispanic,Top 100,Engineering,3.51,1,Yes,1,Consulting,Miami,Fortune 500,Masters,2.0,0.0,9,103319,160540,7.7
GRAD_005101,2016,22,Female,Black,Regional,Data Science,2.81,2,No,0,Education,Austin,Large,MBA,3.0,80.0,8,91758,185966,8.7
GRAD_005102,2022,20,Male,Other,Top 100,Data Science,3.63,2,No,2,Media,Boston,Large,None,0.0,80.0,2,101655,111684,8.5
GRAD_005103,2023,23,Male,White,Regional,Business,3.59,3,No,1,Healthcare,Philadelphia,Small,MBA,0.0,60.0,1,73962,97701,6.0
GRAD_005104,2023,24,Male,Asian,Top 50,Engineering,3.48,1,Yes,3,Manufacturing,Portland,Fortune 500,None,1.0,0.0,1,106782,115046,8.0
GRAD_005105,2022,22,Female,White,Top 100,Business,2.97,4,No,1,Manufacturing,Seattle,Small,None,2.0,40.0,2,92454,99083,7.9
GRAD_005106,2023,24,Male,White,Top 100,Business,2.96,1,Yes,2,Retail,Atlanta,Startup,None,2.0,40.0,1,62363,72656,5.7
GRAD_005107,2022,21,Male,Asian,Regional,Finance,3.07,3,No,3,Manufacturing,Seattle,Medium,None,2.0,20.0,2,104725,120675,6.1
GRAD_005108,2015,23,Male,White,Top 50,Economics,2.98,0,Yes,1,Non-profit,Austin,Large,MBA,2.0,60.0,9,74431,151585,10.0
GRAD_005109,2022,20,Male,Hispanic,Regional,Engineering,3.41,2,No,2,Media,Atlanta,Large,None,2.0,,2,73686,84217,7.9
GRAD_005110,2019,21,Female,White,Top 10,Finance,3.12,1,No,1,Education,Chicago,Large,None,2.0,80.0,5,81717,103948,10.0
GRAD_005111,2019,22,Male,White,Top 10,Economics,3.17,2,No,0,Non-profit,Dallas,Large,None,,,5,79695,107558,6.6
GRAD_005112,2015,23,Female,Other,Top 100,Mathematics,3.14,0,Yes,0,Non-profit,Denver,Small,Masters,2.0,0.0,9,55848,88026,4.8
GRAD_005113,2021,23,Male,White,Regional,Finance,2.89,1,No,0,Education,San Francisco,Fortune 500,None,1.0,20.0,3,84069,96837,7.9
GRAD_005114,2021,24,Female,White,Top 50,Marketing,3.11,1,No,1,Non-profit,Portland,Small,Masters,3.0,,3,63615,86114,6.4
GRAD_005115,2022,20,Female,White,Top 100,Finance,3.69,0,No,0,Government,Philadelphia,Medium,None,3.0,20.0,2,78981,92088,5.7
GRAD_005116,2018,24,Female,White,Top 100,Communications,3.59,1,No,0,Manufacturing,Denver,Large,None,2.0,0.0,6,57358,73309,8.6
GRAD_005117,2016,21,Female,White,Regional,Mathematics,3.47,1,No,1,Manufacturing,Miami,Small,None,0.0,60.0,8,66529,78639,3.4
GRAD_005118,2019,20,Female,White,Top 50,Engineering,3.82,1,Yes,0,Healthcare,Dallas,Small,Masters,5.0,40.0,5,115808,185886,7.8
GRAD_005119,2018,24,Female,Hispanic,Top 100,Engineering,3.11,1,No,5,Finance,Philadelphia,Large,Masters,,0.0,6,126173,173717,9.1
GRAD_005120,2022,20,Female,White,Regional,Computer Science,3.18,0,No,1,Technology,Denver,Fortune 500,None,1.0,60.0,2,125131,132183,6.0
GRAD_005121,2017,24,Female,White,Top 10,Marketing,3.65,0,Yes,2,Consulting,Chicago,Small,None,2.0,40.0,7,117965,155683,6.1
GRAD_005122,2016,20,Male,Hispanic,Regional,Engineering,3.29,1,No,2,Retail,Los Angeles,Large,None,2.0,40.0,8,77660,123869,9.4
GRAD_005123,2019,21,Male,White,Top 50,Engineering,2.98,1,Yes,1,Manufacturing,Boston,Large,None,5.0,,5,124378,165019,4.8
GRAD_005124,2021,23,Female,White,Top 10,Psychology,2.88,0,Yes,1,Energy,Austin,Startup,None,2.0,60.0,3,88177,103788,8.0
GRAD_005125,2018,23,Female,Asian,Top 100,Engineering,2.98,2,No,1,Media,Chicago,Startup,None,1.0,60.0,6,79539,112312,5.6
GRAD_005126,2016,20,Female,Asian,Top 100,Psychology,3.75,0,No,1,Healthcare,Boston,Fortune 500,Masters,2.0,0.0,8,87342,159871,8.5
GRAD_005127,2019,21,Female,White,Top 100,Chemistry,3.37,2,No,0,Government,Dallas,Large,None,2.0,0.0,5,74782,89663,7.1
GRAD_005128,2023,20,Female,White,Top 50,Computer Science,3.41,0,No,1,Transportation,Philadelphia,Small,Masters,1.0,0.0,1,107916,121872,5.4
GRAD_005129,2023,22,Female,White,Top 100,Economics,3.32,0,No,2,Consulting,Philadelphia,Medium,None,2.0,80.0,1,99718,101535,6.0
GRAD_005130,2021,22,Female,Asian,Top 10,Economics,3.05,2,No,1,Healthcare,Washington DC,Large,None,2.0,0.0,3,121774,144849,4.7
GRAD_005131,2022,22,Female,Asian,Top 10,Business,2.38,2,Yes,3,Energy,Denver,Large,None,0.0,60.0,2,118680,124177,7.7
GRAD_005132,2017,22,Male,White,Regional,Business,2.72,0,Yes,3,Non-profit,New York,Small,None,2.0,80.0,7,65821,103714,8.8
GRAD_005133,2018,20,Female,White,Top 100,Business,3.73,1,No,3,Non-profit,Austin,Startup,None,2.0,0.0,6,61683,82016,4.1
GRAD_005134,2020,21,Female,Asian,Top 100,Data Science,3.57,1,Yes,2,Transportation,Chicago,Large,None,0.0,0.0,4,93099,106192,6.7
GRAD_005135,2022,24,Male,Black,Top 100,Data Science,3.86,3,No,1,Retail,Miami,Large,None,1.0,40.0,2,93931,106897,9.4
GRAD_005136,2016,21,Male,Hispanic,Top 100,Liberal Arts,3.39,0,Yes,1,Energy,Denver,Large,None,3.0,100.0,8,72266,111067,6.7
GRAD_005137,2019,21,Male,White,Top 50,Business,3.55,1,No,1,Finance,Chicago,Small,None,2.0,60.0,5,102440,148859,5.3
GRAD_005138,2016,24,Male,Other,Regional,Business,2.85,3,No,0,Energy,Denver,Medium,None,6.0,20.0,8,93610,145559,6.3
GRAD_005139,2021,20,Female,Asian,Top 100,Finance,2.74,0,,2,Real Estate,Philadelphia,Large,None,3.0,0.0,3,99625,110461,8.1
GRAD_005140,2022,24,Male,White,Top 100,Engineering,3.68,1,No,1,Manufacturing,Denver,Fortune 500,Masters,2.0,20.0,2,84464,115158,5.1
GRAD_005141,2022,24,Male,White,Top 50,Engineering,3.4,1,No,0,Energy,San Francisco,Large,None,,40.0,2,172504,203378,8.8
GRAD_005142,2021,20,Female,Asian,Top 10,Business,3.3,4,No,2,Education,Washington DC,Large,None,3.0,0.0,3,100350,122737,10.0
GRAD_005143,2016,23,Female,Hispanic,Top 50,Mathematics,3.12,2,Yes,1,Media,Philadelphia,Startup,None,,20.0,8,89412,132464,5.2
GRAD_005144,2022,20,Male,White,Top 100,Data Science,3.93,2,No,0,Healthcare,New York,Startup,MBA,1.0,20.0,2,174806,240237,5.6
GRAD_005145,2018,22,Female,White,Top 50,Finance,3.0,1,No,3,Government,Washington DC,Large,None,1.0,100.0,6,106657,128336,5.8
GRAD_005146,2022,20,Female,White,Regional,Communications,3.82,1,No,2,Healthcare,Denver,Medium,Masters,1.0,0.0,2,71829,89531,4.5
GRAD_005147,2017,23,Female,White,Top 50,Business,3.31,1,Yes,0,Energy,Dallas,Startup,None,3.0,20.0,7,100720,130825,8.7
GRAD_005148,2019,22,Male,White,Regional,Communications,2.6,1,No,1,Government,Dallas,Medium,None,4.0,40.0,5,54541,84729,4.7
GRAD_005149,2020,22,Female,White,Regional,Finance,3.52,0,No,1,Healthcare,Miami,Large,None,2.0,20.0,4,82060,91819,6.1
GRAD_005150,2015,20,Male,Hispanic,Top 50,Psychology,3.28,1,No,1,Non-profit,Boston,Fortune 500,Masters,3.0,0.0,9,61265,110930,8.0
GRAD_005151,2023,23,Female,White,Top 100,Engineering,3.15,0,No,0,Education,Philadelphia,Small,None,5.0,80.0,1,63298,80129,8.6
GRAD_005152,2020,22,Female,Hispanic,Regional,Engineering,3.34,1,No,2,Real Estate,Los Angeles,Fortune 500,None,3.0,80.0,4,100260,123308,6.4
GRAD_005153,2017,21,Female,Asian,Top 100,Communications,2.4,1,No,0,Healthcare,New York,Startup,Masters,1.0,,7,75840,115623,8.6
GRAD_005154,2016,21,Female,White,Top 10,Finance,3.37,0,No,0,Retail,Miami,Medium,None,2.0,80.0,8,91258,143478,8.1
GRAD_005155,2021,22,Male,White,Top 50,Finance,3.33,2,No,1,Real Estate,Denver,Large,None,1.0,20.0,3,112775,132993,7.7
GRAD_005156,2016,22,Female,White,Top 100,Economics,3.95,0,No,2,Transportation,New York,Small,None,1.0,100.0,8,122697,157300,8.9
GRAD_005157,2019,22,Female,White,Regional,Biology,4.0,0,No,1,Non-profit,San Francisco,Large,None,2.0,20.0,5,69480,85544,8.2
GRAD_005158,2020,23,Male,Asian,Top 10,Chemistry,3.2,3,No,0,Real Estate,Chicago,Fortune 500,MD,4.0,40.0,4,93189,176232,8.7
GRAD_005159,2017,24,Female,White,Top 50,Liberal Arts,3.65,4,No,0,Technology,Boston,Startup,None,4.0,20.0,7,124317,166031,5.4
GRAD_005160,2016,22,Female,White,Regional,Marketing,3.77,2,No,3,Consulting,Austin,Startup,Masters,1.0,60.0,8,100989,157453,9.5
